FIPSCode,State,County,County_Status,Data_Source
05127,AR,Scott County,Reported,CDC ArboNET Tick Module historic data
05129,AR,Searcy County,Established,CDC ArboNET Tick Module historic data
05131,AR,Sebastian County,Established,CDC ArboNET Tick Module historic data
05133,AR,Sevier County,Established,CDC ArboNET Tick Module historic data
05135,AR,Sharp County,Reported,CDC ArboNET Tick Module historic data
05137,AR,Stone County,Established,CDC ArboNET Tick Module historic data
05139,AR,Union County,Established,CDC ArboNET Tick Module historic data
05141,AR,Van Buren County,Reported,CDC ArboNET Tick Module historic data
05143,AR,Washington County,Established,CDC ArboNET Tick Module historic data
05145,AR,White County,No records,CDC ArboNET Tick Module historic data
05147,AR,Woodruff County,No records,CDC ArboNET Tick Module historic data
05149,AR,Yell County,Reported,CDC ArboNET Tick Module historic data
06001,CA,Alameda County,No records,CDC ArboNET Tick Module historic data
06003,CA,Alpine County,No records,CDC ArboNET Tick Module historic data
06005,CA,Amador County,No records,CDC ArboNET Tick Module historic data
06007,CA,Butte County,No records,CDC ArboNET Tick Module historic data
06009,CA,Calaveras County,No records,CDC ArboNET Tick Module historic data
06011,CA,Colusa County,No records,CDC ArboNET Tick Module historic data
06013,CA,Contra Costa County,No records,CDC ArboNET Tick Module historic data
06015,CA,Del Norte County,No records,CDC ArboNET Tick Module historic data
06017,CA,El Dorado County,No records,CDC ArboNET Tick Module historic data
06019,CA,Fresno County,No records,CDC ArboNET Tick Module historic data
06021,CA,Glenn County,No records,CDC ArboNET Tick Module historic data
06023,CA,Humboldt County,No records,CDC ArboNET Tick Module historic data
06025,CA,Imperial County,No records,CDC ArboNET Tick Module historic data
06027,CA,Inyo County,No records,CDC ArboNET Tick Module historic data
06029,CA,Kern County,No records,CDC ArboNET Tick Module historic data
06031,CA,Kings County,No records,CDC ArboNET Tick Module historic data
06033,CA,Lake County,No records,CDC ArboNET Tick Module historic data
06035,CA,Lassen County,No records,CDC ArboNET Tick Module historic data
06037,CA,Los Angeles County,No records,CDC ArboNET Tick Module historic data
06039,CA,Madera County,No records,CDC ArboNET Tick Module historic data
06041,CA,Marin County,No records,CDC ArboNET Tick Module historic data
06043,CA,Mariposa County,No records,CDC ArboNET Tick Module historic data
06045,CA,Mendocino County,No records,CDC ArboNET Tick Module historic data
06047,CA,Merced County,No records,CDC ArboNET Tick Module historic data
06049,CA,Modoc County,No records,CDC ArboNET Tick Module historic data
06051,CA,Mono County,No records,CDC ArboNET Tick Module historic data
06053,CA,Monterey County,No records,CDC ArboNET Tick Module historic data
06055,CA,Napa County,No records,CDC ArboNET Tick Module historic data
06057,CA,Nevada County,No records,CDC ArboNET Tick Module historic data
06059,CA,Orange County,No records,CDC ArboNET Tick Module historic data
06061,CA,Placer County,No records,CDC ArboNET Tick Module historic data
06063,CA,Plumas County,No records,CDC ArboNET Tick Module historic data
06065,CA,Riverside County,No records,CDC ArboNET Tick Module historic data
06067,CA,Sacramento County,No records,CDC ArboNET Tick Module historic data
06069,CA,San Benito County,No records,CDC ArboNET Tick Module historic data
06071,CA,San Bernardino County,No records,CDC ArboNET Tick Module historic data
06073,CA,San Diego County,No records,CDC ArboNET Tick Module historic data
06075,CA,San Francisco County,No records,CDC ArboNET Tick Module historic data
06077,CA,San Joaquin County,No records,CDC ArboNET Tick Module historic data
06079,CA,San Luis Obispo County,No records,CDC ArboNET Tick Module historic data
06081,CA,San Mateo County,No records,CDC ArboNET Tick Module historic data
06083,CA,Santa Barbara County,No records,CDC ArboNET Tick Module historic data
06085,CA,Santa Clara County,No records,CDC ArboNET Tick Module historic data
06087,CA,Santa Cruz County,No records,CDC ArboNET Tick Module historic data
06089,CA,Shasta County,No records,CDC ArboNET Tick Module historic data
06091,CA,Sierra County,No records,CDC ArboNET Tick Module historic data
06093,CA,Siskiyou County,No records,CDC ArboNET Tick Module historic data
06095,CA,Solano County,No records,CDC ArboNET Tick Module historic data
06097,CA,Sonoma County,No records,CDC ArboNET Tick Module historic data
06099,CA,Stanislaus County,No records,CDC ArboNET Tick Module historic data
06101,CA,Sutter County,No records,CDC ArboNET Tick Module historic data
06103,CA,Tehama County,No records,CDC ArboNET Tick Module historic data
06105,CA,Trinity County,No records,CDC ArboNET Tick Module historic data
06107,CA,Tulare County,No records,CDC ArboNET Tick Module historic data
06109,CA,Tuolumne County,No records,CDC ArboNET Tick Module historic data
06111,CA,Ventura County,No records,CDC ArboNET Tick Module historic data
06113,CA,Yolo County,No records,CDC ArboNET Tick Module historic data
06115,CA,Yuba County,No records,CDC ArboNET Tick Module historic data
08001,CO,Adams County,No records,CDC ArboNET Tick Module historic data
08003,CO,Alamosa County,No records,CDC ArboNET Tick Module historic data
08005,CO,Arapahoe County,No records,CDC ArboNET Tick Module historic data
08007,CO,Archuleta County,No records,CDC ArboNET Tick Module historic data
08009,CO,Baca County,No records,CDC ArboNET Tick Module historic data
08011,CO,Bent County,No records,CDC ArboNET Tick Module historic data
08013,CO,Boulder County,No records,CDC ArboNET Tick Module historic data
08014,CO,Broomfield County,No records,CDC ArboNET Tick Module historic data
08015,CO,Chaffee County,No records,CDC ArboNET Tick Module historic data
08017,CO,Cheyenne County,No records,CDC ArboNET Tick Module historic data
08019,CO,Clear Creek County,No records,CDC ArboNET Tick Module historic data
08021,CO,Conejos County,No records,CDC ArboNET Tick Module historic data
08023,CO,Costilla County,No records,CDC ArboNET Tick Module historic data
08025,CO,Crowley County,No records,CDC ArboNET Tick Module historic data
08027,CO,Custer County,No records,CDC ArboNET Tick Module historic data
08029,CO,Delta County,No records,CDC ArboNET Tick Module historic data
08031,CO,Denver County,No records,CDC ArboNET Tick Module historic data
08033,CO,Dolores County,No records,CDC ArboNET Tick Module historic data
08035,CO,Douglas County,No records,CDC ArboNET Tick Module historic data
08037,CO,Eagle County,No records,CDC ArboNET Tick Module historic data
08039,CO,Elbert County,No records,CDC ArboNET Tick Module historic data
08041,CO,El Paso County,No records,CDC ArboNET Tick Module historic data
08043,CO,Fremont County,No records,CDC ArboNET Tick Module historic data
08045,CO,Garfield County,No records,CDC ArboNET Tick Module historic data
08047,CO,Gilpin County,No records,CDC ArboNET Tick Module historic data
08049,CO,Grand County,No records,CDC ArboNET Tick Module historic data
08051,CO,Gunnison County,No records,CDC ArboNET Tick Module historic data
08053,CO,Hinsdale County,No records,CDC ArboNET Tick Module historic data
08055,CO,Huerfano County,No records,CDC ArboNET Tick Module historic data
08057,CO,Jackson County,No records,CDC ArboNET Tick Module historic data
08059,CO,Jefferson County,No records,CDC ArboNET Tick Module historic data
08061,CO,Kiowa County,No records,CDC ArboNET Tick Module historic data
08063,CO,Kit Carson County,No records,CDC ArboNET Tick Module historic data
08065,CO,Lake County,No records,CDC ArboNET Tick Module historic data
08067,CO,La Plata County,No records,CDC ArboNET Tick Module historic data
08069,CO,Larimer County,No records,CDC ArboNET Tick Module historic data
08071,CO,Las Animas County,No records,CDC ArboNET Tick Module historic data
08073,CO,Lincoln County,No records,CDC ArboNET Tick Module historic data
08075,CO,Logan County,No records,CDC ArboNET Tick Module historic data
08077,CO,Mesa County,No records,CDC ArboNET Tick Module historic data
08079,CO,Mineral County,No records,CDC ArboNET Tick Module historic data
08081,CO,Moffat County,No records,CDC ArboNET Tick Module historic data
08083,CO,Montezuma County,No records,CDC ArboNET Tick Module historic data
08085,CO,Montrose County,No records,CDC ArboNET Tick Module historic data
08087,CO,Morgan County,No records,CDC ArboNET Tick Module historic data
08089,CO,Otero County,No records,CDC ArboNET Tick Module historic data
08091,CO,Ouray County,No records,CDC ArboNET Tick Module historic data
08093,CO,Park County,No records,CDC ArboNET Tick Module historic data
08095,CO,Phillips County,No records,CDC ArboNET Tick Module historic data
08097,CO,Pitkin County,No records,CDC ArboNET Tick Module historic data
08099,CO,Prowers County,No records,CDC ArboNET Tick Module historic data
08101,CO,Pueblo County,No records,CDC ArboNET Tick Module historic data
08103,CO,Rio Blanco County,No records,CDC ArboNET Tick Module historic data
08105,CO,Rio Grande County,No records,CDC ArboNET Tick Module historic data
08107,CO,Routt County,No records,CDC ArboNET Tick Module historic data
08109,CO,Saguache County,No records,CDC ArboNET Tick Module historic data
08111,CO,San Juan County,No records,CDC ArboNET Tick Module historic data
08113,CO,San Miguel County,No records,CDC ArboNET Tick Module historic data
08115,CO,Sedgwick County,No records,CDC ArboNET Tick Module historic data
08117,CO,Summit County,No records,CDC ArboNET Tick Module historic data
08119,CO,Teller County,No records,CDC ArboNET Tick Module historic data
08121,CO,Washington County,No records,CDC ArboNET Tick Module historic data
08123,CO,Weld County,No records,CDC ArboNET Tick Module historic data
08125,CO,Yuma County,No records,CDC ArboNET Tick Module historic data
09001,CT,Fairfield County,Established,CDC ArboNET Tick Module historic data
09003,CT,Hartford County,Established,CDC ArboNET Tick Module historic data
09005,CT,Litchfield County,Established,CDC ArboNET Tick Module historic data
09007,CT,Middlesex County,Established,CDC ArboNET Tick Module historic data
09009,CT,New Haven County,Established,CDC ArboNET Tick Module historic data
09011,CT,New London County,Established,CDC ArboNET Tick Module historic data
09013,CT,Tolland County,Established,CDC ArboNET Tick Module historic data
09015,CT,Windham County,Established,CDC ArboNET Tick Module historic data
10001,DE,Kent County,Established,CDC ArboNET Tick Module historic data
10003,DE,New Castle County,Established,CDC ArboNET Tick Module historic data
10005,DE,Sussex County,Established,CDC ArboNET Tick Module historic data
11001,DC,District of Columbia,Established,CDC ArboNET Tick Module historic data
12001,FL,Alachua County,Established,CDC ArboNET Tick Module historic data
12003,FL,Baker County,Established,CDC ArboNET Tick Module historic data
12005,FL,Bay County,Established,CDC ArboNET Tick Module historic data
12007,FL,Bradford County,Reported,CDC ArboNET Tick Module historic data
12009,FL,Brevard County,Established,CDC ArboNET Tick Module historic data
12011,FL,Broward County,Reported,CDC ArboNET Tick Module historic data
12013,FL,Calhoun County,Established,CDC ArboNET Tick Module historic data
12015,FL,Charlotte County,Reported,CDC ArboNET Tick Module historic data
12017,FL,Citrus County,Reported,CDC ArboNET Tick Module historic data
12019,FL,Clay County,Established,CDC ArboNET Tick Module historic data
12021,FL,Collier County,Established,CDC ArboNET Tick Module historic data
12023,FL,Columbia County,Established,CDC ArboNET Tick Module historic data
12027,FL,DeSoto County,Established,CDC ArboNET Tick Module historic data
12029,FL,Dixie County,Established,CDC ArboNET Tick Module historic data
12031,FL,Duval County,Reported,CDC ArboNET Tick Module historic data
12033,FL,Escambia County,Established,CDC ArboNET Tick Module historic data
12035,FL,Flagler County,Established,CDC ArboNET Tick Module historic data
12037,FL,Franklin County,Established,CDC ArboNET Tick Module historic data
12039,FL,Gadsden County,Established,CDC ArboNET Tick Module historic data
12041,FL,Gilchrist County,Reported,CDC ArboNET Tick Module historic data
12043,FL,Glades County,Established,CDC ArboNET Tick Module historic data
12045,FL,Gulf County,Established,CDC ArboNET Tick Module historic data
12047,FL,Hamilton County,Established,CDC ArboNET Tick Module historic data
12049,FL,Hardee County,Reported,CDC ArboNET Tick Module historic data
12051,FL,Hendry County,Established,CDC ArboNET Tick Module historic data
12053,FL,Hernando County,Established,CDC ArboNET Tick Module historic data
12055,FL,Highlands County,Established,CDC ArboNET Tick Module historic data
12057,FL,Hillsborough County,Established,CDC ArboNET Tick Module historic data
12059,FL,Holmes County,Reported,CDC ArboNET Tick Module historic data
12061,FL,Indian River County,Established,CDC ArboNET Tick Module historic data
12063,FL,Jackson County,Established,CDC ArboNET Tick Module historic data
12065,FL,Jefferson County,Established,CDC ArboNET Tick Module historic data
12067,FL,Lafayette County,Established,CDC ArboNET Tick Module historic data
12069,FL,Lake County,Established,CDC ArboNET Tick Module historic data
12071,FL,Lee County,Established,CDC ArboNET Tick Module historic data
12073,FL,Leon County,Established,CDC ArboNET Tick Module historic data
12075,FL,Levy County,Established,CDC ArboNET Tick Module historic data
12077,FL,Liberty County,Established,CDC ArboNET Tick Module historic data
12079,FL,Madison County,Established,CDC ArboNET Tick Module historic data
12081,FL,Manatee County,Reported,CDC ArboNET Tick Module historic data
12083,FL,Marion County,Established,CDC ArboNET Tick Module historic data
12085,FL,Martin County,Established,CDC ArboNET Tick Module historic data
12086,FL,Miami-Dade County,Established,CDC ArboNET Tick Module historic data
12087,FL,Monroe County,Established,CDC ArboNET Tick Module historic data
12089,FL,Nassau County,Established,CDC ArboNET Tick Module historic data
12091,FL,Okaloosa County,Established,CDC ArboNET Tick Module historic data
12093,FL,Okeechobee County,Established,CDC ArboNET Tick Module historic data
12095,FL,Orange County,Established,CDC ArboNET Tick Module historic data
12097,FL,Osceola County,Established,CDC ArboNET Tick Module historic data
12099,FL,Palm Beach County,Established,CDC ArboNET Tick Module historic data
12101,FL,Pasco County,Reported,CDC ArboNET Tick Module historic data
12103,FL,Pinellas County,Established,CDC ArboNET Tick Module historic data
12105,FL,Polk County,Established,CDC ArboNET Tick Module historic data
12107,FL,Putnam County,Established,CDC ArboNET Tick Module historic data
12109,FL,St. Johns County,Reported,CDC ArboNET Tick Module historic data
12111,FL,St. Lucie County,Reported,CDC ArboNET Tick Module historic data
12113,FL,Santa Rosa County,Established,CDC ArboNET Tick Module historic data
12115,FL,Sarasota County,Established,CDC ArboNET Tick Module historic data
12117,FL,Seminole County,Established,CDC ArboNET Tick Module historic data
12119,FL,Sumter County,Established,CDC ArboNET Tick Module historic data
12121,FL,Suwannee County,Reported,CDC ArboNET Tick Module historic data
12123,FL,Taylor County,Established,CDC ArboNET Tick Module historic data
12125,FL,Union County,Reported,CDC ArboNET Tick Module historic data
12127,FL,Volusia County,Established,CDC ArboNET Tick Module historic data
12129,FL,Wakulla County,Established,CDC ArboNET Tick Module historic data
12131,FL,Walton County,Established,CDC ArboNET Tick Module historic data
12133,FL,Washington County,Reported,CDC ArboNET Tick Module historic data
13001,GA,Appling County,Reported,CDC ArboNET Tick Module historic data
13003,GA,Atkinson County,Reported,CDC ArboNET Tick Module historic data
13005,GA,Bacon County,Reported,CDC ArboNET Tick Module historic data
13007,GA,Baker County,Reported,CDC ArboNET Tick Module historic data
13009,GA,Baldwin County,Reported,CDC ArboNET Tick Module historic data
13011,GA,Banks County,No records,CDC ArboNET Tick Module historic data
13013,GA,Barrow County,No records,CDC ArboNET Tick Module historic data
13015,GA,Bartow County,No records,CDC ArboNET Tick Module historic data
13017,GA,Ben Hill County,No records,CDC ArboNET Tick Module historic data
13019,GA,Berrien County,No records,CDC ArboNET Tick Module historic data
13021,GA,Bibb County,Reported,CDC ArboNET Tick Module historic data
13023,GA,Bleckley County,Established,CDC ArboNET Tick Module historic data
13025,GA,Brantley County,Established,CDC ArboNET Tick Module historic data
13027,GA,Brooks County,Reported,CDC ArboNET Tick Module historic data
13029,GA,Bryan County,Reported,CDC ArboNET Tick Module historic data
13031,GA,Bulloch County,Established,CDC ArboNET Tick Module historic data
13033,GA,Burke County,Established,CDC ArboNET Tick Module historic data
13035,GA,Butts County,No records,CDC ArboNET Tick Module historic data
13037,GA,Calhoun County,Reported,CDC ArboNET Tick Module historic data
13039,GA,Camden County,Reported,CDC ArboNET Tick Module historic data
13043,GA,Candler County,Established,CDC ArboNET Tick Module historic data
13045,GA,Carroll County,No records,CDC ArboNET Tick Module historic data
13047,GA,Catoosa County,No records,CDC ArboNET Tick Module historic data
13049,GA,Charlton County,Established,CDC ArboNET Tick Module historic data
13051,GA,Chatham County,Established,CDC ArboNET Tick Module historic data
13053,GA,Chattahoochee County,Reported,CDC ArboNET Tick Module historic data
13055,GA,Chattooga County,No records,CDC ArboNET Tick Module historic data
13057,GA,Cherokee County,No records,CDC ArboNET Tick Module historic data
13059,GA,Clarke County,Reported,CDC ArboNET Tick Module historic data
13061,GA,Clay County,No records,CDC ArboNET Tick Module historic data
13063,GA,Clayton County,No records,CDC ArboNET Tick Module historic data
13065,GA,Clinch County,Established,CDC ArboNET Tick Module historic data
13067,GA,Cobb County,No records,CDC ArboNET Tick Module historic data
13069,GA,Coffee County,Reported,CDC ArboNET Tick Module historic data
13071,GA,Colquitt County,No records,CDC ArboNET Tick Module historic data
13073,GA,Columbia County,Reported,CDC ArboNET Tick Module historic data
13075,GA,Cook County,Reported,CDC ArboNET Tick Module historic data
13077,GA,Coweta County,No records,CDC ArboNET Tick Module historic data
13079,GA,Crawford County,No records,CDC ArboNET Tick Module historic data
13081,GA,Crisp County,Reported,CDC ArboNET Tick Module historic data
13083,GA,Dade County,No records,CDC ArboNET Tick Module historic data
13085,GA,Dawson County,No records,CDC ArboNET Tick Module historic data
13087,GA,Decatur County,Reported,CDC ArboNET Tick Module historic data
13089,GA,DeKalb County,No records,CDC ArboNET Tick Module historic data
13091,GA,Dodge County,No records,CDC ArboNET Tick Module historic data
13093,GA,Dooly County,No records,CDC ArboNET Tick Module historic data
13095,GA,Dougherty County,Established,CDC ArboNET Tick Module historic data
13097,GA,Douglas County,No records,CDC ArboNET Tick Module historic data
13099,GA,Early County,No records,CDC ArboNET Tick Module historic data
13101,GA,Echols County,Reported,CDC ArboNET Tick Module historic data
13103,GA,Effingham County,Established,CDC ArboNET Tick Module historic data
13105,GA,Elbert County,No records,CDC ArboNET Tick Module historic data
13107,GA,Emanuel County,Established,CDC ArboNET Tick Module historic data
13109,GA,Evans County,Established,CDC ArboNET Tick Module historic data
13111,GA,Fannin County,No records,CDC ArboNET Tick Module historic data
13113,GA,Fayette County,No records,CDC ArboNET Tick Module historic data
13115,GA,Floyd County,No records,CDC ArboNET Tick Module historic data
13117,GA,Forsyth County,Reported,CDC ArboNET Tick Module historic data
13119,GA,Franklin County,No records,CDC ArboNET Tick Module historic data
13121,GA,Fulton County,No records,CDC ArboNET Tick Module historic data
13123,GA,Gilmer County,No records,CDC ArboNET Tick Module historic data
13125,GA,Glascock County,No records,CDC ArboNET Tick Module historic data
13127,GA,Glynn County,Established,CDC ArboNET Tick Module historic data
13129,GA,Gordon County,No records,CDC ArboNET Tick Module historic data
13131,GA,Grady County,Established,CDC ArboNET Tick Module historic data
13133,GA,Greene County,No records,CDC ArboNET Tick Module historic data
13135,GA,Gwinnett County,No records,CDC ArboNET Tick Module historic data
13137,GA,Habersham County,No records,CDC ArboNET Tick Module historic data
13139,GA,Hall County,No records,CDC ArboNET Tick Module historic data
13141,GA,Hancock County,Reported,CDC ArboNET Tick Module historic data
13143,GA,Haralson County,No records,CDC ArboNET Tick Module historic data
13145,GA,Harris County,No records,CDC ArboNET Tick Module historic data
13147,GA,Hart County,No records,CDC ArboNET Tick Module historic data
