Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
KY-057,Cumberland County,58.9,117,2.2,56.7
KY-059,Daviess County,56.9,81,0.7,56.2
KY-061,Edmonson County,58.2,112,1.7,56.5
KY-063,Elliott County,55.2,100,1.3,53.9
KY-065,Estill County,56.6,101,1.3,55.3
KY-067,Fayette County,56.3,118,2.2,54.1
KY-069,Fleming County,54.9,93,1.1,53.8
KY-071,Floyd County,57,104,1.3,55.7
KY-073,Franklin County,56.8,117,2.4,54.4
KY-075,Fulton County,58.6,79,0.4,58.2
KY-077,Gallatin County,56.5,119,2.5,54
KY-079,Garrard County,56.5,106,1.5,55
KY-081,Grant County,56,118,2.3,53.7
KY-083,Graves County,58.7,95,1.1,57.6
KY-085,Grayson County,57.2,108,1.6,55.6
KY-087,Green County,57.4,107,1.5,55.9
KY-089,Greenup County,55.5,115,2,53.5
KY-091,Hancock County,55.9,60,0.1,55.8
KY-093,Hardin County,56.6,102,1.4,55.2
KY-095,Harlan County,54.1,84,0.6,53.5
KY-097,Harrison County,55.8,112,1.9,53.9
KY-099,Hart County,57.4,104,1.4,56
KY-101,Henderson County,57.1,82,0.6,56.5
KY-103,Henry County,56.5,118,2.4,54.1
KY-105,Hickman County,58.6,86,0.8,57.8
KY-107,Hopkins County,58.4,98,1.4,57
KY-109,Jackson County,56.1,106,1.5,54.6
KY-111,Jefferson County,57.3,114,2.1,55.2
KY-113,Jessamine County,56.6,114,2,54.6
KY-115,Johnson County,56.5,110,1.6,54.9
KY-117,Kenton County,55.5,115,2.1,53.4
KY-119,Knott County,56,96,1,55
KY-121,Knox County,56.6,104,1.3,55.3
KY-123,Larue County,56.4,91,1.1,55.3
KY-125,Laurel County,56.9,115,1.8,55.1
KY-127,Lawrence County,56.3,114,1.9,54.4
KY-129,Lee County,56.7,97,1,55.7
KY-131,Leslie County,56,97,1,55
KY-133,Letcher County,55,87,0.7,54.3
KY-135,Lewis County,54.7,99,1.3,53.4
KY-137,Lincoln County,56.3,107,1.7,54.6
KY-139,Livingston County,57.8,82,0.8,57
KY-141,Logan County,58.5,104,1.3,57.2
KY-143,Lyon County,58.3,89,0.8,57.5
KY-145,McCracken County,58.6,101,1.4,57.2
KY-147,McCreary County,57.2,117,2.1,55.1
KY-149,McLean County,58,103,1.3,56.7
KY-151,Madison County,56.6,106,1.6,55
KY-153,Magoffin County,56.3,104,1.3,55
KY-155,Marion County,56.5,103,1.3,55.2
KY-157,Marshall County,58.8,95,1.1,57.7
KY-159,Martin County,57,111,1.7,55.3
KY-161,Mason County,54.8,104,1.4,53.4
KY-163,Meade County,56.2,96,1.1,55.1
KY-165,Menifee County,55.4,92,0.9,54.5
KY-167,Mercer County,56.5,110,1.8,54.7
KY-169,Metcalfe County,57.7,110,1.6,56.1
KY-171,Monroe County,58,103,1.3,56.7
KY-173,Montgomery County,55.8,105,1.6,54.2
KY-175,Morgan County,55.6,91,1,54.6
KY-177,Muhlenberg County,58.4,104,1.4,57
KY-179,Nelson County,56.7,103,1.4,55.3
KY-181,Nicholas County,55.4,106,1.6,53.8
KY-183,Ohio County,57.6,102,1.4,56.2
KY-185,Oldham County,56.5,118,2.1,54.4
KY-187,Owen County,56.4,118,2.4,54
KY-189,Owsley County,56.9,101,1.2,55.7
KY-191,Pendleton County,55.7,112,1.9,53.8
KY-193,Perry County,56.2,91,0.9,55.3
KY-195,Pike County,56.9,105,1.4,55.5
KY-197,Powell County,56.2,98,1.2,55
KY-199,Pulaski County,57.6,122,2.3,55.3
KY-201,Robertson County,55.2,104,1.6,53.6
KY-203,Rockcastle County,56.4,108,1.6,54.8
KY-205,Rowan County,54.6,78,0.6,54
KY-207,Russell County,58.3,122,2.7,55.6
KY-209,Scott County,56.3,118,2.3,54
KY-211,Shelby County,56.4,115,2.1,54.3
KY-213,Simpson County,58.6,105,1.4,57.2
KY-215,Spencer County,56.7,112,1.8,54.9
KY-217,Taylor County,57,110,1.6,55.4
KY-219,Todd County,58.8,110,1.7,57.1
KY-221,Trigg County,59,105,1.4,57.6
KY-223,Trimble County,56.3,117,2.3,54
KY-225,Union County,57.1,79,0.5,56.6
KY-227,Warren County,58.8,110,1.7,57.1
KY-229,Washington County,56.4,104,1.4,55
KY-231,Wayne County,58.1,122,2.7,55.4
KY-233,Webster County,57.6,84,0.9,56.7
KY-235,Whitley County,56.8,105,1.4,55.4
KY-237,Wolfe County,56,90,1,55
KY-239,Woodford County,56.7,118,2.3,54.4
LA-001,Acadia Parish,68.9,108,0.9,68
LA-003,Allen Parish,67.7,86,0.5,67.2
LA-005,Ascension Parish,69.3,115,1.7,67.6
LA-007,Assumption Parish,70,116,2,68
LA-009,Avoyelles Parish,67.3,97,0.6,66.7
LA-011,Beauregard Parish,67.9,109,1.2,66.7
LA-013,Bienville Parish,66,116,1.9,64.1
LA-015,Bossier Parish,66.2,114,1.9,64.3
LA-017,Caddo Parish,66.3,109,1.5,64.8
LA-019,Calcasieu Parish,69.4,116,1.7,67.7
LA-021,Caldwell Parish,65.8,103,1,64.8
LA-023,Cameron Parish,70.2,117,1.8,68.4
LA-025,Catahoula Parish,66.2,87,0.5,65.7
LA-027,Claiborne Parish,64.8,110,1.3,63.5
LA-029,Concordia Parish,66.4,81,0.4,66
LA-031,De Soto Parish,66.1,106,1.2,64.9
LA-033,East Baton Rouge Parish,68.6,114,1.5,67.1
LA-035,East Carroll Parish,64.9,92,0.7,64.2
LA-037,East Feliciana Parish,68,114,1.7,66.3
LA-039,Evangeline Parish,67.8,97,0.7,67.1
LA-041,Franklin Parish,65.9,96,0.8,65.1
LA-043,Grant Parish,66.4,96,0.8,65.6
LA-045,Iberia Parish,69.6,115,1.4,68.2
LA-047,Iberville Parish,69,113,1.4,67.6
LA-049,Jackson Parish,65.5,112,1.6,63.9
LA-051,Jefferson Parish,70.6,116,1.8,68.8
LA-053,Jefferson Davis Parish,68.9,104,0.8,68.1
LA-055,Lafayette Parish,69.2,113,1.4,67.8
LA-057,Lafourche Parish,71,120,2.1,68.9
LA-059,La Salle Parish,66.4,99,0.8,65.6
LA-061,Lincoln Parish,65.2,113,1.6,63.6
LA-063,Livingston Parish,68.8,114,1.7,67.1
LA-065,Madison Parish,65.7,102,1.1,64.6
LA-067,Morehouse Parish,65.1,103,1.2,63.9
LA-069,Natchitoches Parish,66.7,112,1.3,65.4
LA-071,Orleans Parish,70,117,2,68
LA-073,Ouachita Parish,65.3,103,1.1,64.2
LA-075,Plaquemines Parish,70.7,118,1.8,68.9
LA-077,Pointe Coupee Parish,68.1,107,1,67.1
LA-079,Rapides Parish,67.2,102,0.9,66.3
LA-081,Red River Parish,66.5,114,1.8,64.7
LA-083,Richland Parish,65.4,95,0.8,64.6
LA-085,Sabine Parish,66.5,113,1.3,65.2
LA-087,St. Bernard Parish,70.1,118,1.9,68.2
LA-089,St. Charles Parish,70.4,116,2,68.4
LA-091,St. Helena Parish,68.1,119,2.2,65.9
LA-093,St. James Parish,69.8,115,1.9,67.9
LA-095,St. John the Baptist Parish,69.8,115,1.9,67.9
LA-097,St. Landry Parish,68.3,109,1,67.3
LA-099,St. Martin Parish,69.3,115,1.5,67.8
LA-101,St. Mary Parish,70.1,115,1.9,68.2
LA-103,St. Tammany Parish,68.7,116,1.9,66.8
LA-105,Tangipahoa Parish,68.5,119,2,66.5
LA-107,Tensas Parish,66.1,94,0.8,65.3
LA-109,Terrebonne Parish,71.3,123,2.5,68.8
LA-111,Union Parish,65.1,110,1.5,63.6
LA-113,Vermilion Parish,69.8,114,1.4,68.4
LA-115,Vernon Parish,67.1,110,1.4,65.7
LA-117,Washington Parish,67.6,114,1.7,65.9
LA-119,Webster Parish,65.8,112,1.8,64
LA-121,West Baton Rouge Parish,68.7,113,1.3,67.4
LA-123,West Carroll Parish,64.8,92,0.8,64
LA-125,West Feliciana Parish,67.7,110,1.1,66.6
LA-127,Winn Parish,66.1,112,1.2,64.9
ME-001,Androscoggin County,44.9,108,1.8,43.1
ME-003,Aroostook County,39.1,102,1.3,37.8
ME-005,Cumberland County,45.6,109,1.7,43.9
ME-007,Franklin County,40.2,108,1.9,38.3
ME-009,Hancock County,44.8,110,1.8,43
ME-011,Kennebec County,44.8,108,1.9,42.9
ME-013,Knox County,45,108,1.7,43.3
ME-015,Lincoln County,45.4,109,1.9,43.5
ME-017,Oxford County,42.4,110,2,40.4
ME-019,Penobscot County,42.9,108,1.8,41.1
ME-021,Piscataquis County,40,105,1.6,38.4
ME-023,Sagadahoc County,45.6,105,1.8,43.8
ME-025,Somerset County,40.1,103,1.5,38.6
ME-027,Waldo County,44.5,109,1.8,42.7
ME-029,Washington County,44.1,112,2.1,42
ME-031,York County,46.1,108,1.4,44.7
MD-001,Allegany County,52.7,110,1.4,51.3
MD-003,Anne Arundel County,57.6,113,2.3,55.3
MD-005,Baltimore County,55,111,2,53
MD-009,Calvert County,57.8,114,2.3,55.5
MD-011,Caroline County,57.5,119,2.9,54.6
MD-013,Carroll County,53.8,110,2,51.8
MD-015,Cecil County,55.1,108,1.8,53.3
MD-017,Charles County,58,115,2.3,55.7
MD-019,Dorchester County,58.4,120,2.8,55.6
MD-021,Frederick County,54.3,109,1.9,52.4
MD-023,Garrett County,48.8,111,1.6,47.2
MD-025,Harford County,54.7,102,1.4,53.3
MD-027,Howard County,55.1,113,2.2,52.9
MD-029,Kent County,56.3,107,1.7,54.6
MD-031,Montgomery County,55.5,112,2,53.5
MD-033,Prince George's County,57.2,114,2.2,55
MD-035,Queen Anne's County,56.8,114,2.1,54.7
MD-037,St. Mary's County,58.2,114,2.3,55.9
MD-039,Somerset County,58.9,120,2.8,56.1
MD-041,Talbot County,58.1,117,2.6,55.5
MD-043,Washington County,54,110,1.9,52.1
MD-045,Wicomico County,58.4,122,3,55.4
MD-047,Worcester County,58.5,121,2.9,55.6
MD-510,Baltimore City,57.2,114,2.5,54.7
MD-511,"Washington, D.C.",57.3,113,2.2,55.1
MA-001,Barnstable County,51.4,114,2.5,48.9
MA-003,Berkshire County,46.4,113,2.3,44.1
MA-005,Bristol County,51.6,115,2.6,49
MA-007,Dukes County,51.9,113,2.5,49.4
MA-009,Essex County,49.6,111,2.1,47.5
MA-011,Franklin County,48.1,119,2.8,45.3
MA-013,Hampden County,49.1,113,2.3,46.8
MA-015,Hampshire County,48.5,112,2.2,46.3
MA-017,Middlesex County,50.2,116,2.6,47.6
MA-019,Nantucket County,51.3,117,2.7,48.6
MA-021,Norfolk County,51.2,119,2.9,48.3
MA-023,Plymouth County,51.5,114,2.6,48.9
MA-025,Suffolk County,51.5,118,3,48.5
MA-027,Worcester County,49,119,2.8,46.2
MI-001,Alcona County,44.4,105,1.9,42.5
MI-003,Alger County,40.3,69,0.2,40.1
MI-005,Allegan County,48.9,99,1.2,47.7
MI-007,Alpena County,44.6,109,2.2,42.4
MI-009,Antrim County,44.7,106,2,42.7
MI-011,Arenac County,46.5,109,2.1,44.4
MI-013,Baraga County,39,84,0.9,38.1
MI-015,Barry County,48.5,103,1.6,46.9
MI-017,Bay County,47.8,109,2.2,45.6
MI-019,Benzie County,45.6,111,2.7,42.9
MI-021,Berrien County,49.6,98,1,48.6
MI-023,Branch County,49.2,106,1.7,47.5
MI-025,Calhoun County,49,109,1.9,47.1
MI-027,Cass County,49.3,102,1.4,47.9
MI-029,Charlevoix County,44.4,101,1.6,42.8
MI-031,Cheboygan County,43.5,102,1.5,42
MI-033,Chippewa County,40.9,97,1.3,39.6
MI-035,Clare County,45.7,111,2.3,43.4
MI-037,Clinton County,48.4,107,1.8,46.6
MI-039,Crawford County,44,107,2.1,41.9
MI-041,Delta County,41.6,84,0.6,41
MI-043,Dickinson County,40.5,92,1.1,39.4
MI-045,Eaton County,48.5,105,1.8,46.7
MI-047,Emmet County,43.6,104,1.8,41.8
MI-049,Genesee County,48.2,106,1.9,46.3
MI-051,Gladwin County,46.5,107,2.2,44.3
MI-053,Gogebic County,39,77,0.5,38.5
MI-055,Grand Traverse County,45.6,111,2.8,42.8
MI-057,Gratiot County,48,109,2,46
MI-059,Hillsdale County,48.6,103,1.7,46.9
MI-061,Houghton County,40.3,93,1.1,39.2
MI-063,Huron County,46.4,102,1.7,44.7
MI-065,Ingham County,48.4,109,2,46.4
MI-067,Ionia County,48.1,104,1.7,46.4
MI-069,Iosco County,45.4,106,1.9,43.5
MI-071,Iron County,38.6,82,0.7,37.9
MI-073,Isabella County,47,110,2.1,44.9
MI-075,Jackson County,48.7,112,2.1,46.6
MI-077,Kalamazoo County,49.1,103,1.6,47.5
MI-079,Kalkaska County,44.5,107,2.3,42.2
MI-081,Kent County,48,105,1.6,46.4
MI-083,Keweenaw County,39.4,82,0.6,38.8
MI-085,Lake County,45.7,104,1.7,44
MI-087,Lapeer County,47.9,106,1.9,46
MI-089,Leelanau County,45.5,110,2.6,42.9
MI-091,Lenawee County,49.6,106,1.9,47.7
MI-093,Livingston County,48.2,109,2.1,46.1
MI-095,Luce County,40,83,0.6,39.4
MI-097,Mackinac County,41.4,96,1.1,40.3
MI-099,Macomb County,49.6,107,2.1,47.5
MI-101,Manistee County,45.8,107,2.1,43.7
MI-103,Marquette County,39.3,80,0.4,38.9
MI-105,Mason County,46.2,105,1.6,44.6
MI-107,Mecosta County,45.9,105,1.6,44.3
MI-109,Menominee County,42.2,91,0.8,41.4
MI-111,Midland County,47.8,110,2.1,45.7
MI-113,Missaukee County,44.7,110,2.4,42.3
MI-115,Monroe County,50.7,108,2,48.7
MI-117,Montcalm County,47,107,1.8,45.2
MI-119,Montmorency County,43.7,104,1.7,42
MI-121,Muskegon County,48,107,1.9,46.1
MI-123,Newaygo County,46.6,105,1.6,45
MI-125,Oakland County,48.6,109,2.1,46.5
MI-127,Oceana County,46.7,106,1.8,44.9
MI-129,Ogemaw County,44.9,108,2.1,42.8
MI-131,Ontonagon County,40,84,0.9,39.1
MI-133,Osceola County,45,106,1.9,43.1
MI-135,Oscoda County,43.9,105,2,41.9
MI-137,Otsego County,42.9,101,1.5,41.4
MI-139,Ottawa County,48.7,103,1.5,47.2
MI-141,Presque Isle County,43.9,104,1.8,42.1
MI-143,Roscommon County,44.8,109,2.4,42.4
MI-145,Saginaw County,48.3,108,2.1,46.2
MI-147,St. Clair County,48.9,106,1.9,47
MI-149,St. Joseph County,49.5,102,1.6,47.9
MI-151,Sanilac County,47.2,102,1.7,45.5
MI-153,Schoolcraft County,41.2,81,0.4,40.8
MI-155,Shiawassee County,48.2,104,1.8,46.4
MI-157,Tuscola County,47.4,101,1.7,45.7
MI-159,Van Buren County,49.2,100,1.2,48
MI-161,Washtenaw County,48.6,103,1.8,46.8
MI-163,Wayne County,50.1,107,1.9,48.2
MI-165,Wexford County,44.8,107,2.3,42.5
MN-001,Aitkin County,39.3,79,0.7,38.6
MN-003,Anoka County,43.4,68,0.3,43.1
MN-005,Becker County,38.9,64,0.1,38.8
MN-007,Beltrami County,38.1,84,0.9,37.2
MN-009,Benton County,41.9,78,0.6,41.3
MN-011,Big Stone County,43.2,81,0.8,42.4
MN-013,Blue Earth County,44.2,46,-0.4,44.6
MN-015,Brown County,43.8,41,-0.5,44.3
MN-017,Carlton County,38.5,69,0.2,38.3
MN-019,Carver County,44,73,0.4,43.6
MN-021,Cass County,39.8,90,1.1,38.7
MN-023,Chippewa County,43.7,80,0.6,43.1
MN-025,Chisago County,42.8,71,0.4,42.4
MN-027,Clay County,40.3,68,0.1,40.2
MN-029,Clearwater County,38.1,72,0.5,37.6
MN-031,Cook County,35.4,64,0.1,35.3
MN-033,Cottonwood County,43,39,-0.7,43.7
MN-035,Crow Wing County,40.5,87,0.9,39.6
MN-037,Dakota County,44.5,73,0.3,44.2
MN-039,Dodge County,43.1,65,0.1,43
MN-041,Douglas County,41.6,98,1.4,40.2
MN-043,Faribault County,44.1,40,-0.6,44.7
MN-045,Fillmore County,43.9,73,0.3,43.6
MN-047,Freeborn County,43.5,47,-0.4,43.9
MN-049,Goodhue County,43.8,61,0.2,43.6
MN-051,Grant County,42.2,90,1.2,41
MN-053,Hennepin County,44.2,79,0.6,43.6
MN-055,Houston County,45.7,84,0.9,44.8
MN-057,Hubbard County,39.2,83,0.8,38.4
MN-059,Isanti County,42.7,75,0.6,42.1
MN-061,Itasca County,38.2,85,0.9,37.3
MN-063,Jackson County,43.3,39,-0.6,43.9
MN-065,Kanabec County,41.5,87,0.9,40.6
MN-067,Kandiyohi County,42.7,74,0.5,42.2
MN-069,Kittson County,39.2,106,2.5,36.7
MN-071,Koochiching County,37.2,82,0.8,36.4
MN-073,Lac qui Parle County,43.7,73,0.4,43.3
MN-075,Lake County,36.6,83,0.6,36
MN-077,Lake of the Woods County,37.6,91,1.3,36.3
MN-079,Le Sueur County,44.2,60,0,44.2
MN-081,Lincoln County,42.4,48,-0.4,42.8
MN-083,Lyon County,43.2,44,-0.5,43.7
MN-085,McLeod County,43.5,66,0.2,43.3
MN-087,Mahnomen County,38.3,60,0,38.3
MN-089,Marshall County,38.7,91,1.2,37.5
MN-091,Martin County,43.8,41,-0.6,44.4
MN-093,Meeker County,42.5,65,0.2,42.3
MN-095,Mille Lacs County,41.5,83,0.9,40.6
MN-097,Morrison County,41.2,79,0.6,40.6
MN-099,Mower County,43.4,70,0.2,43.2
MN-101,Murray County,42.4,36,-0.8,43.2
MN-103,Nicollet County,44.6,65,0.2,44.4
MN-105,Nobles County,43.2,40,-0.7,43.9
MN-107,Norman County,39.5,57,-0.1,39.6
MN-109,Olmsted County,43.5,71,0.3,43.2
MN-111,Otter Tail County,40.4,77,0.6,39.8
MN-113,Pennington County,38.3,72,0.4,37.9
MN-115,Pine County,40.5,80,0.8,39.7
MN-117,Pipestone County,42.5,41,-0.6,43.1
MN-119,Polk County,39,69,0.3,38.7
MN-121,Pope County,42.1,89,1.1,41
MN-123,Ramsey County,44.2,72,0.3,43.9
MN-125,Red Lake County,38.5,66,0.1,38.4
MN-127,Redwood County,43.5,43,-0.6,44.1
MN-129,Renville County,43.6,58,0,43.6
MN-131,Rice County,43.7,56,-0.1,43.8
MN-133,Rock County,44.1,53,-0.2,44.3
MN-135,Roseau County,38.2,101,2,36.2
MN-137,St. Louis County,37.3,85,0.8,36.5
MN-139,Scott County,44.5,71,0.3,44.2
MN-141,Sherburne County,42.6,73,0.5,42.1
MN-143,Sibley County,44.3,73,0.4,43.9
MN-145,Stearns County,41.9,76,0.6,41.3
MN-147,Steele County,43.3,56,-0.1,43.4
MN-149,Stevens County,42.6,87,0.9,41.7
MN-151,Swift County,43.1,86,0.8,42.3
MN-153,Todd County,40.9,84,0.8,40.1
MN-155,Traverse County,42.8,83,0.9,41.9
MN-157,Wabasha County,44.3,73,0.4,43.9
MN-159,Wadena County,40,81,0.7,39.3
MN-161,Waseca County,43.4,39,-0.5,43.9
MN-163,Washington County,43.9,67,0.2,43.7
MN-165,Watonwan County,43.7,39,-0.7,44.4
MN-167,Wilkin County,41.8,81,0.7,41.1
MN-169,Winona County,45.1,90,1,44.1
MN-171,Wright County,43,69,0.5,42.5
MN-173,Yellow Medicine County,43.7,58,0,43.7
MS-001,Adams County,66.1,83,0.6,65.5
MS-003,Alcorn County,60.7,98,0.7,60
MS-005,Amite County,67.4,118,2.1,65.3
MS-007,Attala County,63.8,105,1.1,62.7
MS-009,Benton County,61.2,97,0.9,60.3
MS-011,Bolivar County,63.2,81,0.4,62.8
MS-013,Calhoun County,62.8,85,0.7,62.1
MS-015,Carroll County,64,108,1.4,62.6
MS-017,Chickasaw County,63.1,96,0.8,62.3
MS-019,Choctaw County,63.1,103,1,62.1
MS-021,Claiborne County,66.3,111,1.3,65
MS-023,Clarke County,66.3,120,2.1,64.2
MS-025,Clay County,63.9,106,1.2,62.7
MS-027,Coahoma County,62.8,83,0.6,62.2
MS-029,Copiah County,66.2,111,1.4,64.8
MS-031,Covington County,66,109,1.2,64.8
MS-033,DeSoto County,61.9,74,0.3,61.6
MS-035,Forrest County,66.8,109,1.3,65.5
MS-037,Franklin County,66.4,114,1.3,65.1
MS-039,George County,67.5,115,1.6,65.9
MS-041,Greene County,66.8,110,1.3,65.5
MS-043,Grenada County,63.4,96,0.9,62.5
MS-045,Hancock County,68.2,115,1.8,66.4
MS-047,Harrison County,67.7,111,1.3,66.4
MS-049,Hinds County,66.1,112,1.5,64.6
MS-051,Holmes County,64.9,111,1.5,63.4
MS-053,Humphreys County,65.6,114,1.6,64
MS-055,Issaquena County,65.1,96,0.9,64.2
MS-057,Itawamba County,62.5,103,1.1,61.4
MS-059,Jackson County,68.1,115,1.6,66.5
MS-061,Jasper County,65.7,115,1.7,64
MS-063,Jefferson County,66,101,0.9,65.1
MS-065,Jefferson Davis County,66.1,110,1.2,64.9
MS-067,Jones County,66.1,105,1.1,65
MS-069,Kemper County,64.9,117,1.6,63.3
MS-071,Lafayette County,62.2,81,0.5,61.7
MS-073,Lamar County,66.7,109,1.3,65.4
MS-075,Lauderdale County,66,122,2.5,63.5
MS-077,Lawrence County,66.6,113,1.5,65.1
MS-079,Leake County,64.1,104,1,63.1
MS-081,Lee County,62.7,101,0.9,61.8
MS-083,Leflore County,64.6,107,1.3,63.3
MS-085,Lincoln County,66.6,118,1.7,64.9
MS-087,Lowndes County,64.2,108,1.3,62.9
MS-089,Madison County,65,101,0.8,64.2
MS-091,Marion County,66.9,110,1.2,65.7
MS-093,Marshall County,61.5,87,0.6,60.9
MS-095,Monroe County,63.3,99,0.9,62.4
MS-097,Montgomery County,62.8,84,0.5,62.3
MS-099,Neshoba County,64.1,110,1.3,62.8
MS-101,Newton County,65.3,118,2,63.3
MS-103,Noxubee County,64.5,111,1.3,63.2
MS-105,Oktibbeha County,64.1,110,1.4,62.7
MS-107,Panola County,62.4,74,0.3,62.1
MS-109,Pearl River County,67.2,112,1.4,65.8
MS-111,Perry County,66.8,109,1.2,65.6
MS-113,Pike County,67.6,122,2.3,65.3
MS-115,Pontotoc County,62.5,93,0.8,61.7
MS-117,Prentiss County,61.5,95,0.8,60.7
MS-119,Quitman County,62.9,82,0.5,62.4
MS-121,Rankin County,65,100,0.9,64.1
MS-123,Scott County,64.5,108,1.2,63.3
MS-125,Sharkey County,65.2,102,1.1,64.1
MS-127,Simpson County,65.5,107,1.1,64.4
MS-129,Smith County,65.3,109,1.2,64.1
MS-131,Stone County,66.9,108,1.1,65.8
MS-133,Sunflower County,64,95,0.7,63.3
MS-135,Tallahatchie County,63.5,92,0.8,62.7
MS-137,Tate County,61.9,67,0.2,61.7
MS-139,Tippah County,61,96,0.8,60.2
MS-141,Tishomingo County,61,104,0.9,60.1
MS-143,Tunica County,62.4,78,0.4,62
MS-145,Union County,62,94,0.8,61.2
MS-147,Walthall County,67.1,114,1.7,65.4
MS-149,Warren County,66.2,114,1.5,64.7
MS-151,Washington County,64.2,86,0.6,63.6
MS-153,Wayne County,65.9,104,1.1,64.8
MS-155,Webster County,62.9,90,0.7,62.2
MS-157,Wilkinson County,66.8,102,1,65.8
MS-159,Winston County,63.7,108,1.3,62.4
MS-161,Yalobusha County,62.8,82,0.6,62.2
MS-163,Yazoo County,65.6,109,1.3,64.3
MO-001,Adair County,52,93,0.9,51.1
MO-003,Andrew County,52.5,71,0.2,52.3
MO-005,Atchison County,51.3,60,-0.1,51.4
MO-007,Audrain County,53.9,89,0.8,53.1
MO-009,Barry County,57.1,91,0.8,56.3
MO-011,Barton County,56.4,47,-0.4,56.8
MO-013,Bates County,56,81,0.4,55.6
MO-015,Benton County,55.6,88,0.7,54.9
MO-017,Bollinger County,56.6,77,0.5,56.1
MO-019,Boone County,55.1,97,1.1,54
MO-021,Buchanan County,53.6,82,0.6,53
MO-023,Butler County,58.4,74,0.4,58
MO-025,Caldwell County,53.2,95,0.9,52.3
MO-027,Callaway County,55.3,97,1.1,54.2
MO-029,Camden County,56.1,89,0.8,55.3
MO-031,Cape Girardeau County,57.2,96,1.1,56.1
MO-033,Carroll County,53.6,77,0.3,53.3
MO-035,Carter County,57.1,91,1,56.1
MO-037,Cass County,55.3,96,1,54.3
MO-039,Cedar County,56.6,74,0.3,56.3
MO-041,Chariton County,53.8,84,0.6,53.2
MO-043,Christian County,56.3,95,1,55.3
MO-045,Clark County,51.5,55,-0.2,51.7
MO-047,Clay County,54.2,91,0.9,53.3
MO-049,Clinton County,53.2,92,0.8,52.4
MO-051,Cole County,56.4,99,1.3,55.1
MO-053,Cooper County,55.2,97,1.1,54.1
MO-055,Crawford County,54.9,87,0.7,54.2
MO-057,Dade County,56.9,88,0.6,56.3
MO-059,Dallas County,55.5,72,0.3,55.2
MO-061,Daviess County,52.5,79,0.4,52.1
MO-063,DeKalb County,52.3,74,0.3,52
MO-065,Dent County,54.9,76,0.4,54.5
MO-067,Douglas County,56.2,89,0.8,55.4
MO-069,Dunklin County,59.8,85,0.7,59.1
MO-071,Franklin County,55.4,96,1.1,54.3
MO-073,Gasconade County,55.3,96,1.1,54.2
MO-075,Gentry County,51.8,76,0.5,51.3
MO-077,Greene County,56.4,100,1.1,55.3
MO-079,Grundy County,52.4,80,0.3,52.1
MO-081,Harrison County,51.6,85,0.6,51
MO-083,Henry County,55.9,87,0.6,55.3
MO-085,Hickory County,55.9,87,0.5,55.4
MO-087,Holt County,52.4,62,0,52.4
MO-089,Howard County,54.7,96,1,53.7
MO-091,Howell County,56.9,102,1.5,55.4
MO-093,Iron County,54.7,77,0.4,54.3
MO-095,Jackson County,54.8,93,0.9,53.9
MO-097,Jasper County,57.4,82,0.4,57
MO-099,Jefferson County,56.5,102,1.3,55.2
MO-101,Johnson County,55.2,98,1.2,54
MO-103,Knox County,51.8,79,0.3,51.5
MO-105,Laclede County,55.6,80,0.4,55.2
MO-107,Lafayette County,54.5,96,0.9,53.6
MO-109,Lawrence County,56.8,95,0.8,56
MO-111,Lewis County,52.1,56,-0.1,52.2
MO-113,Lincoln County,54.5,90,0.9,53.6
MO-115,Linn County,52.8,81,0.4,52.4
MO-117,Livingston County,53.1,77,0.3,52.8
MO-119,McDonald County,58.4,102,1.2,57.2
MO-121,Macon County,52.9,92,0.8,52.1
MO-123,Madison County,55.2,66,0.1,55.1
MO-125,Maries County,56.1,95,1.1,55
MO-127,Marion County,53,75,0.2,52.8
MO-129,Mercer County,50.9,54,-0.1,51
MO-131,Miller County,56.6,100,1.3,55.3
MO-133,Mississippi County,58.7,90,0.9,57.8
MO-135,Moniteau County,55.7,99,1.2,54.5
MO-137,Monroe County,53.3,80,0.4,52.9
MO-139,Montgomery County,54.8,98,1.2,53.6
MO-141,Morgan County,55.4,96,0.9,54.5
MO-143,New Madrid County,59.2,85,0.7,58.5
MO-145,Newton County,58.1,105,1.2,56.9
MO-147,Nodaway County,51.5,77,0.5,51
MO-149,Oregon County,57.7,107,1.6,56.1
MO-151,Osage County,56.1,98,1.1,55
MO-153,Ozark County,57.1,92,0.9,56.2
MO-155,Pemiscot County,60.1,89,0.8,59.3
MO-157,Perry County,56,81,0.6,55.4
MO-159,Pettis County,54.9,88,0.7,54.2
MO-161,Phelps County,55.9,89,0.8,55.1
MO-163,Pike County,54.1,94,1.1,53
MO-165,Platte County,54.5,93,1,53.5
MO-167,Polk County,56.2,93,0.7,55.5
MO-169,Pulaski County,56.4,93,1.1,55.3
MO-171,Putnam County,50.8,53,-0.1,50.9
MO-173,Ralls County,53.6,86,0.7,52.9
MO-175,Randolph County,53.8,95,0.8,53
MO-177,Ray County,53.9,94,0.8,53.1
MO-179,Reynolds County,55.5,86,0.7,54.8
MO-181,Ripley County,57.9,87,0.7,57.2
MO-183,St. Charles County,55.8,95,1.1,54.7
MO-185,St. Clair County,56.1,69,0.1,56
MO-186,Ste. Genevieve County,55.9,86,0.7,55.2
MO-187,St. Francois County,55.1,81,0.5,54.6
MO-189,St. Louis County,56.3,95,1.1,55.2
