Ctyname,Stname,STCODE,CTYCODE,Cases2000,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,Cases2018
Perry County,Missouri,29,157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pettis County,Missouri,29,159,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Phelps County,Missouri,29,161,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
Pike County,Missouri,29,163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Platte County,Missouri,29,165,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Polk County,Missouri,29,167,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pulaski County,Missouri,29,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Putnam County,Missouri,29,171,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ralls County,Missouri,29,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randolph County,Missouri,29,175,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray County,Missouri,29,177,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reynolds County,Missouri,29,179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ripley County,Missouri,29,181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Charles County,Missouri,29,183,1,1,4,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
St. Clair County,Missouri,29,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ste. Genevieve County,Missouri,29,186,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
St. Francois County,Missouri,29,187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
St. Louis County,Missouri,29,189,3,4,3,2,1,1,1,2,1,1,3,1,1,1,3,1,0,4,2
Saline County,Missouri,29,195,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schuyler County,Missouri,29,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotland County,Missouri,29,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott County,Missouri,29,201,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Shannon County,Missouri,29,203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shelby County,Missouri,29,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stoddard County,Missouri,29,207,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stone County,Missouri,29,209,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sullivan County,Missouri,29,211,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taney County,Missouri,29,213,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Texas County,Missouri,29,215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vernon County,Missouri,29,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Warren County,Missouri,29,219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington County,Missouri,29,221,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wayne County,Missouri,29,223,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Webster County,Missouri,29,225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worth County,Missouri,29,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wright County,Missouri,29,229,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
St. Louis city,Missouri,29,510,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0
Missouri,Missouri,29,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beaverhead County,Montana,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Big Horn County,Montana,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Blaine County,Montana,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Broadwater County,Montana,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Carbon County,Montana,30,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Carter County,Montana,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cascade County,Montana,30,13,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0
Chouteau County,Montana,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Custer County,Montana,30,17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Daniels County,Montana,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dawson County,Montana,30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deer Lodge County,Montana,30,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fallon County,Montana,30,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fergus County,Montana,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Flathead County,Montana,30,29,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,2,2
Gallatin County,Montana,30,31,0,0,0,0,0,0,0,1,4,1,0,3,1,2,1,0,2,2,0
Garfield County,Montana,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glacier County,Montana,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden Valley County,Montana,30,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granite County,Montana,30,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hill County,Montana,30,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson County,Montana,30,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Judith Basin County,Montana,30,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake County,Montana,30,47,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0
Lewis and Clark County,Montana,30,49,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
Liberty County,Montana,30,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln County,Montana,30,53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
McCone County,Montana,30,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison County,Montana,30,57,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Meagher County,Montana,30,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mineral County,Montana,30,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missoula County,Montana,30,63,0,0,0,0,0,0,0,0,2,0,0,2,1,2,0,0,0,2,0
Musselshell County,Montana,30,65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Park County,Montana,30,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Petroleum County,Montana,30,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phillips County,Montana,30,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pondera County,Montana,30,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Powder River County,Montana,30,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Powell County,Montana,30,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Prairie County,Montana,30,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravalli County,Montana,30,81,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Richland County,Montana,30,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roosevelt County,Montana,30,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosebud County,Montana,30,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sanders County,Montana,30,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sheridan County,Montana,30,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silver Bow County,Montana,30,93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Stillwater County,Montana,30,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweet Grass County,Montana,30,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Teton County,Montana,30,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toole County,Montana,30,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Treasure County,Montana,30,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valley County,Montana,30,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wheatland County,Montana,30,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wibaux County,Montana,30,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yellowstone County,Montana,30,111,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,2,0,1
Montana,Montana,30,999,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,8,3,0
Adams County,Nebraska,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Antelope County,Nebraska,31,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Arthur County,Nebraska,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banner County,Nebraska,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blaine County,Nebraska,31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boone County,Nebraska,31,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Box Butte County,Nebraska,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boyd County,Nebraska,31,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown County,Nebraska,31,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Buffalo County,Nebraska,31,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Burt County,Nebraska,31,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butler County,Nebraska,31,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cass County,Nebraska,31,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Cedar County,Nebraska,31,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Chase County,Nebraska,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cherry County,Nebraska,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheyenne County,Nebraska,31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clay County,Nebraska,31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colfax County,Nebraska,31,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuming County,Nebraska,31,39,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Custer County,Nebraska,31,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dakota County,Nebraska,31,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Dawes County,Nebraska,31,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dawson County,Nebraska,31,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deuel County,Nebraska,31,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dixon County,Nebraska,31,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dodge County,Nebraska,31,53,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Douglas County,Nebraska,31,55,1,1,3,1,1,0,3,1,5,2,3,3,6,2,3,3,6,4,2
Dundy County,Nebraska,31,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fillmore County,Nebraska,31,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin County,Nebraska,31,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontier County,Nebraska,31,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Furnas County,Nebraska,31,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gage County,Nebraska,31,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Garden County,Nebraska,31,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garfield County,Nebraska,31,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gosper County,Nebraska,31,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant County,Nebraska,31,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greeley County,Nebraska,31,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hall County,Nebraska,31,79,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
Hamilton County,Nebraska,31,81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Harlan County,Nebraska,31,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hayes County,Nebraska,31,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hitchcock County,Nebraska,31,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holt County,Nebraska,31,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hooker County,Nebraska,31,91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Howard County,Nebraska,31,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson County,Nebraska,31,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnson County,Nebraska,31,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kearney County,Nebraska,31,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Keith County,Nebraska,31,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keya Paha County,Nebraska,31,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kimball County,Nebraska,31,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knox County,Nebraska,31,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster County,Nebraska,31,109,4,1,1,1,0,2,2,2,0,1,3,4,6,3,2,2,1,1,6
Lincoln County,Nebraska,31,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan County,Nebraska,31,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loup County,Nebraska,31,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McPherson County,Nebraska,31,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison County,Nebraska,31,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Merrick County,Nebraska,31,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morrill County,Nebraska,31,123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nance County,Nebraska,31,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nemaha County,Nebraska,31,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuckolls County,Nebraska,31,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otoe County,Nebraska,31,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pawnee County,Nebraska,31,133,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Perkins County,Nebraska,31,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phelps County,Nebraska,31,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierce County,Nebraska,31,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Platte County,Nebraska,31,141,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Polk County,Nebraska,31,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Red Willow County,Nebraska,31,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richardson County,Nebraska,31,147,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rock County,Nebraska,31,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saline County,Nebraska,31,151,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sarpy County,Nebraska,31,153,0,1,1,0,0,0,3,0,0,0,1,0,1,2,2,1,4,1,3
Saunders County,Nebraska,31,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotts Bluff County,Nebraska,31,157,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Seward County,Nebraska,31,159,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sheridan County,Nebraska,31,161,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Sherman County,Nebraska,31,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sioux County,Nebraska,31,165,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Stanton County,Nebraska,31,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thayer County,Nebraska,31,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas County,Nebraska,31,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thurston County,Nebraska,31,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valley County,Nebraska,31,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington County,Nebraska,31,177,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Wayne County,Nebraska,31,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Webster County,Nebraska,31,181,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wheeler County,Nebraska,31,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
York County,Nebraska,31,185,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Nebraska,Nebraska,31,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
Churchill County,Nevada,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clark County,Nevada,32,3,3,3,1,3,1,0,1,9,3,4,1,3,3,7,3,5,12,12,9
Douglas County,Nevada,32,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Elko County,Nevada,32,7,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0
Esmeralda County,Nevada,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Eureka County,Nevada,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Humboldt County,Nevada,32,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Lander County,Nevada,32,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln County,Nevada,32,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyon County,Nevada,32,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Mineral County,Nevada,32,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nye County,Nevada,32,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pershing County,Nevada,32,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Storey County,Nevada,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Washoe County,Nevada,32,31,0,0,1,0,0,1,2,6,8,6,1,1,2,3,1,2,2,1,3
White Pine County,Nevada,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carson City,Nevada,32,510,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0
Nevada,Nevada,32,999,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1
Belknap County,New Hampshire,33,1,5,9,6,6,11,2,10,6,22,20,34,42,29,47,25,20,36,61,41
Carroll County,New Hampshire,33,3,2,1,9,2,9,4,5,19,16,18,35,53,48,60,14,12,35,68,73
Cheshire County,New Hampshire,33,5,7,0,5,7,3,6,12,13,36,34,29,61,43,72,40,30,33,52,38
Coos County,New Hampshire,33,7,3,3,1,1,2,4,4,3,2,3,5,10,5,2,4,2,7,8,5
Grafton County,New Hampshire,33,9,4,5,2,10,6,5,7,14,18,19,45,40,42,78,26,27,41,64,81
Hillsborough County,New Hampshire,33,11,14,19,36,37,38,75,151,218,449,438,423,386,425,499,136,123,215,374,395
Merrimack County,New Hampshire,33,13,8,11,13,10,16,9,28,45,104,89,109,107,126,147,92,83,117,220,190
Rockingham County,New Hampshire,33,15,31,59,115,78,103,129,310,395,671,582,500,422,546,523,222,142,257,317,351
Strafford County,New Hampshire,33,17,10,21,73,35,37,31,88,180,262,191,137,156,171,212,86,65,100,113,170
Sullivan County,New Hampshire,33,19,0,1,1,4,1,0,2,3,14,21,22,22,15,39,29,12,11,41,33
New Hampshire,New Hampshire,33,999,0,0,0,0,0,0,0,0,7,0,0,0,0,8,50,13,39,63,51
Atlantic County,New Jersey,34,1,90,62,74,129,156,137,98,160,123,137,124,123,97,67,101,114,93,66,75
Bergen County,New Jersey,34,3,104,40,127,122,86,163,118,157,174,281,166,221,183,241,212,275,279,303,232
Burlington County,New Jersey,34,5,22,6,20,92,132,158,109,174,278,406,246,233,260,211,196,258,280,227,186
Camden County,New Jersey,34,7,11,4,12,19,43,54,5,2,2,6,9,89,88,129,113,138,123,159,157
Cape May County,New Jersey,34,9,15,8,7,40,46,39,20,38,36,40,27,43,41,26,12,27,19,22,31
Cumberland County,New Jersey,34,11,32,18,17,72,62,90,71,164,98,195,97,84,88,60,60,86,98,99,81
Essex County,New Jersey,34,13,58,37,84,93,86,111,59,91,122,209,146,147,121,131,114,165,158,207,167
Gloucester County,New Jersey,34,15,101,44,55,76,111,200,101,7,100,149,112,134,138,101,124,128,119,124,109
Hudson County,New Jersey,34,17,14,6,9,13,10,12,4,16,17,59,40,28,26,49,44,54,50,72,26
Hunterdon County,New Jersey,34,19,538,492,412,403,326,366,273,256,379,444,323,440,207,225,89,456,210,444,335
Mercer County,New Jersey,34,21,83,32,32,68,112,225,150,206,234,253,158,217,141,141,143,249,262,222,165
Middlesex County,New Jersey,34,23,116,81,134,89,66,81,53,73,54,182,134,221,158,160,220,288,303,321,154
Monmouth County,New Jersey,34,25,191,168,167,211,242,272,285,278,259,409,336,356,337,372,439,530,492,550,506
Morris County,New Jersey,34,27,461,416,398,440,339,524,292,330,404,640,479,478,401,558,408,572,539,649,472
Ocean County,New Jersey,34,29,92,105,126,166,220,182,149,203,149,189,249,222,204,210,232,290,274,302,290
Passaic County,New Jersey,34,31,30,21,35,65,78,66,46,91,156,253,177,173,172,180,190,244,204,165,149
Salem County,New Jersey,34,33,41,29,21,26,22,33,9,56,44,45,30,65,53,52,19,37,32,45,58
Somerset County,New Jersey,34,35,152,128,128,148,146,162,134,149,153,256,204,171,251,215,144,258,216,280,225
Sussex County,New Jersey,34,37,140,155,262,336,219,246,270,354,353,434,399,442,335,347,258,309,260,331,246
Union County,New Jersey,34,39,19,16,33,39,61,24,25,55,67,88,67,89,76,78,59,107,95,110,92
Warren County,New Jersey,34,41,149,149,195,240,135,217,159,267,257,292,188,282,196,213,108,269,243,393,244
New Jersey,New Jersey,34,999,0,3,1,0,0,1,2,7,26,6,1,4,3,0,1,1,1,1,0
Bernalillo County,New Mexico,35,1,0,0,0,1,1,0,1,1,1,3,4,1,1,3,0,0,0,0,0
Catron County,New Mexico,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaves County,New Mexico,35,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cibola County,New Mexico,35,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Colfax County,New Mexico,35,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Curry County,New Mexico,35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
De Baca County,New Mexico,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doña Ana County,New Mexico,35,13,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,1,0
Eddy County,New Mexico,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant County,New Mexico,35,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guadalupe County,New Mexico,35,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harding County,New Mexico,35,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hidalgo County,New Mexico,35,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lea County,New Mexico,35,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Lincoln County,New Mexico,35,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Alamos County,New Mexico,35,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luna County,New Mexico,35,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
McKinley County,New Mexico,35,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mora County,New Mexico,35,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
